planet_name,host_name,discovery_method,discovery_year,orbital_period_days,radius_earth,mass_earth,density_g_cm3,equilibrium_temperature_k,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,system_planet_count,parameter_reference,discovery_reference,archive_row_update
Kepler-358 c,Kepler-358,Transit,2014,83.488369,2.85,,,,5908.0,0.954,,2,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-353 c,Kepler-353,Transit,2014,8.410894,1.38,,,,3903.0,0.504,,2,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-1790 b,Kepler-1790,Transit,2021,31.58889961,3.1446145,,,,5866.0,1.367,1.02,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1791 b,Kepler-1791,Transit,2021,7.720860004,3.12103321,,,,5887.0,1.177,0.985,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1792 b,Kepler-1792,Transit,2021,4.1957798,2.51990972,,,,5229.0,1.005,0.878,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-60 b,Kepler-60,Transit,2012,7.1334,1.71,4.19,4.62,,5905.0,1.257,1.041,3,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,2016-04-13
Kepler-110 c,Kepler-110,Transit,2014,31.719775,2.21,,,,5960.0,1.149,,2,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-1088 b,Kepler-1088,Transit,2016,23.12748644,1.42,,,,5975.0,1.08,1.08,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1089 b,Kepler-1089,Transit,2016,5.132485618,1.83,,,,3753.0,0.49,0.52,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1995 b,Kepler-1995,Transit,2023,73.7578875,4.28,,,375.0,5029.0,0.93,0.847,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,<a refstr=VALIZADEGAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...28V/abstract target=ref>Valizadegan et al. 2023</a>,2017-05-08
Kepler-1793 b,Kepler-1793,Transit,2021,8.779999733,3.79037518,,,,5191.0,0.764,0.85,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-359 c,Kepler-359,Transit,2014,57.68802,4.3,,,,6248.0,1.086,,3,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-1090 c,Kepler-1090,Transit,2021,42.42720032,3.29265785,,,,5330.0,1.013,0.869,2,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1091 b,Kepler-1091,Transit,2016,1.434741564,1.46,,,,5851.0,1.03,1.01,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-113 b,Kepler-113,Transit,2014,4.754,1.82,11.7,10.73,,4725.0,0.69,0.75,2,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014-05-14
Kepler-1794 b,Kepler-1794,Transit,2021,9.762980461,1.79426276,,,,5052.0,0.816,0.773,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1092 b,Kepler-1092,Transit,2016,58.6017925,2.07,,,,5862.0,1.0,0.99,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1093 b,Kepler-1093,Transit,2016,25.0824626,1.95,,,,6166.0,1.2,1.13,2,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1094 b,Kepler-1094,Transit,2016,78.1000231,3.18,,,,6112.0,1.21,1.14,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1095 b,Kepler-1095,Transit,2016,4.27103091,1.21,,,,5658.0,0.92,0.94,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-85 b,Kepler-85,Transit,2012,8.3,1.778,1.84,1.819493,,5505.2,0.875,0.928,4,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,<a refstr=XIE_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208...22X/abstract target=ref> Xie 2013 </a>,2024-06-10
Kepler-1096 b,Kepler-1096,Transit,2016,2.892217506,1.24,,,,4306.0,0.63,0.66,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1097 b,Kepler-1097,Transit,2016,187.747029,3.26,,,,5211.0,0.79,0.82,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1098 b,Kepler-1098,Transit,2016,2.543072855,1.3,,,,5794.0,0.99,0.99,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1099 b,Kepler-1099,Transit,2016,2.168452593,2.83,,,,5837.0,1.0,1.01,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-48 d,Kepler-48,Transit,2014,42.8961,2.04,7.93,5.08,,5194.0,0.89,0.88,5,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014-05-14
Kepler-1100 b,Kepler-1100,Transit,2016,6.42200058,1.75,,,,6247.0,1.34,1.21,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1679 b,Kepler-1679,Transit,2020,9.75376,2.0692036,,,,5501.0,0.873196,0.96,1,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2020-09-08
Kepler-1101 b,Kepler-1101,Transit,2016,81.3151059,2.47,,,,5614.0,0.91,0.94,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1102 b,Kepler-1102,Transit,2016,51.3285623,2.66,,,,5724.0,0.94,0.96,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1103 b,Kepler-1103,Transit,2016,19.79191978,2.27,,,,6092.0,1.15,1.11,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1104 b,Kepler-1104,Transit,2016,5.03728015,1.23,,,,6417.0,1.41,1.3,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1067 c,Kepler-1067,Transit,2021,5.425839901,1.74682428,,,,5594.0,0.934,0.981,2,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-360 b,Kepler-360,Transit,2014,3.289672,1.65,,,,6053.0,1.058,,2,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-417 c,Kepler-417,Transit Timing Variations,2014,15.943,,,,,,0.806,0.9,2,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,2014-05-28
Kepler-106 e,Kepler-106,Transit,2014,43.8445,2.56,11.17,3.1,,5858.0,1.04,1.0,4,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014-05-14
Kepler-114 d,Kepler-114,Transit,2013,11.776,2.53,3.9,,,,0.54,0.56,3,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,2014-05-14
Kepler-1105 b,Kepler-1105,Transit,2016,4.421572182,2.01,,,,4299.0,0.68,0.71,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-67 b,Kepler-67,Transit,2013,15.7259,2.94,,,,5331.0,0.778,0.865,1,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,2014-05-14
Kepler-1106 b,Kepler-1106,Transit,2016,1.252752174,1.65,,,,6104.0,1.17,1.11,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1795 b,Kepler-1795,Transit,2021,13.36019993,1.66301611,,,,4500.0,0.688,0.768,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1107 b,Kepler-1107,Transit,2016,0.571038518,1.34,,,,5268.0,0.82,0.86,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1680 b,Kepler-1680,Transit,2020,8.77424,1.35954736,,,,5021.0,0.723259,0.834,1,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,2020-09-08
Kepler-1785 b,Kepler-1785,Transit,2021,19.58550072,2.70422447,,,,5618.0,0.996,0.911,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1108 b,Kepler-1108,Transit,2016,4.51005748,1.46,,,,5406.0,0.84,0.88,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1109 b,Kepler-1109,Transit,2016,37.6467384,2.19,,,,5893.0,1.06,1.05,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-103 c,Kepler-103,Transit,2014,179.60978,5.4539,58.47,1.98,,6047.0,1.492,1.212,2,<a refstr=DUBBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5103D/abstract target=ref>Dubber et al. 2019</a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2025-09-17
Kepler-1796 b,Kepler-1796,Transit,2021,29.4557991,2.75047868,,,,6036.0,0.949,1.018,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1797 b,Kepler-1797,Transit,2021,23.3593998,3.05774442,,,,6244.0,1.009,1.069,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-1110 b,Kepler-1110,Transit,2016,9.69312032,2.66,,,,4781.0,0.7,0.73,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1111 b,Kepler-1111,Transit,2016,8.79617863,2.0,,,,6077.0,1.15,1.1,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Kepler-1798 b,Kepler-1798,Transit,2021,16.85589981,2.30911251,,,,3967.0,0.587,0.593,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
Kepler-106 b,Kepler-106,Transit,2014,6.16486,0.82,5.3,,,5858.0,1.04,1.0,4,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2016-10-12
Kepler-104 d,Kepler-104,Transit,2014,51.755394,3.58,,,,5711.0,1.349,,3,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-05-14
Kepler-100 b,Kepler-100,Transit,2014,6.88734,1.34,4.01,,,5837.0,1.51,1.13,4,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2025-08-07
Kepler-100 d,Kepler-100,Transit,2014,35.3331,1.61,3.0,,,5825.0,1.49,1.08,4,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2016-10-12
Kepler-101 c,Kepler-101,Transit,2014,6.02976,1.25,3.78,10.5,1413.0,5667.0,1.56,1.17,2,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-09-25
Kepler-20 f,Kepler-20,Transit,2011,19.578328,0.952,1.4,8.4,681.0,5495.0,0.9164,0.929,6,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=FRESSIN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.482..195F/abstract target=ref> Fressin et al. 2012 </a>,2023-04-17
Kepler-33 b,Kepler-33,Transit,2011,5.66793,1.74,,,,5904.0,1.82,1.291,5,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,2021-10-04
Kepler-102 f,Kepler-102,Transit,2014,27.453592,0.861,4.3,37.0,495.0,4909.0,0.724,0.803,5,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2023-04-17
Kepler-102 c,Kepler-102,Transit,2014,7.071392,0.567,1.7,52.0,777.0,4909.0,0.724,0.803,5,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2023-04-17
Kepler-102 b,Kepler-102,Transit,2014,5.286965,0.46,1.1,62.0,857.0,4909.0,0.724,0.803,5,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2023-04-17
KOI-94 b,KOI-94,Transit,2013,3.743208,1.71,10.5,10.1,1486.0,6182.0,1.52,1.277,4,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,2014-05-14
Kepler-37 c,Kepler-37,Transit,2013,21.301848,0.755,1.3,15.0,615.0,5357.0,0.789,0.79,4,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,2023-04-17
