PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-1995-HOP-000139,MD,KFA1a-471 (KFA1a1-471),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6.4,,2.05,2.1,91.13,0.57,,,,,571,119,-55,134,,
Gra-1995-HOP-000140,MD,KFA1a-472 (KFA1a1-472),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.1,,2.05,2.1,90.13,0.89,,,,,,,,,,
Gra-1995-HOP-000141,MD,KFA1a-473 (KFA1a1-473),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.6,,2.05,2.1,90.67,0.74,,,,,,,,,,
Gra-1995-HOP-000142,MD,KFA1a-474 (KFA1a1-474),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.4,,2.05,2.1,19.75,0.42,,,,,,,,,,
Gra-1995-HOP-000143,MD,KFA1a-501 (KFA1a2-501),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,86.73,0.92,258.529321826917,3.05144859722081,,,,,,,,
Gra-1995-HOP-000144,MD,KFA1a-502 (KFA1a2-502),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,1.5,,2.05,2.1,93.27,2.15,275.20130493854,19.050708952023,,,,,,,,
Gra-1995-HOP-000145,MD,KFA1a-511 (KFA1a2-511),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,93.2,3.15,255.145011922671,13.7231768496716,,,,,,,,
Gra-1995-HOP-000146,MD,KFA1a-512 (KFA1a2-512),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,79.27,1.03,258.598022200951,15.3929731535605,,,,,,,,
Gra-1995-HOP-000147,MD,KFA1a-513 (KFA1a2-513),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,93.9,2.32,292.780998466355,10.2715273031252,,,,,,,,
Gra-1995-HOP-000148,MD,KFA1a-521 (KFA1a2-521),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,39.47,0.68,219.398331668758,4.9640829024688,,,,,,,,
Gra-1995-HOP-000149,MD,KFA1a-524 (KFA1a2-524),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,80.96,0.72,258.556306905819,12.9321088741336,,,,,,,,
Gra-1995-HOP-000150,MD,KFA1a-531 (KFA1a2-531),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,91.14,0.95,265.556505923278,8.18096343547205,,,,,,,,
Gra-1995-HOP-000151,MD,KFA1a-532 (KFA1a1-532),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.6,,2.05,2.1,133.59,1.01,,,0.037,0.003,136,110,94,82,,
Gra-1995-HOP-000152,MD,KFA1a-533 (KFA1a1-533),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5.5,,2.05,2.1,88.37,0.61,,,0.061,0.003,350,225,-51,114,,
Gra-1995-HOP-000153,MD,KFA1a-551 (KFA1a2-551),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,90.52,2.15,274.555201354941,13.5999493154336,,,,,,,,
Gra-1995-HOP-000154,MD,KFA1a-561 (KFA1a1-561),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,47.82,0.49,,,0.063,0.002,271.8,157.55,-165.83,118.96,,
Gra-1995-HOP-000155,MD,KFA1a-562 (KFA1a2-562),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,93.17,1.3,261.659926088921,14.9555853467255,,,,,,,,
Gra-1995-HOP-000156,MD,KFA1a-563 (KFA1a1-563),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.7,,2.05,2.1,972.8,17.65,,,,,218,124.23,95.4,114.1,,
Gra-1995-HOP-000157,MD,KFA1a-564 (KFA1a2-564),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,102.39,1.97,254.889630623378,6.61657725353247,,,,,,,,
Gra-1995-HOP-000158,MD,KFA1a-571 (KFA1a1-571),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,717.79,26.4,,,,,,,,,,
Gra-1995-HOP-000159,MD,KFA1a-572 (KFA1a1-572),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.8,,2.05,2.1,91.64,0.69,,,,,,,,,,
Gra-1995-HOP-000160,MD,KFA1a-573 (KFA1a2-573),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,89.86,3.55,275.343132611861,24.1732127741698,,,,,,,,
Gra-1995-HOP-000161,MD,KFA1a-576 (KFA1a1-576),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.6,,2.05,2.1,91.07,0.84,,,,,,,,,,
Gra-1995-HOP-000162,MD,KFA1a-601 (KFA1a2-601),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,154.44,2.85,239.420395782983,13.0241430329366,,,,,,,,
Gra-1995-HOP-000163,MD,KFA1a-602 (KFA1a2-602),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,16.15,0.21,327.794964249862,10.5052124482602,,,,,,,,
Gra-1995-HOP-000164,MD,KFA1a-603 (KFA1a2-603),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,1.5,,2.05,2.1,90.09,0.86,278.03186028254,23.0418943217533,,,,,,,,
Gra-1995-HOP-000165,MD,KFA1a-604 (KFA1a2-604),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.05,2.1,92.7,1.31,261.261016005425,8.95052074124477,,,,,,,,
Gra-1995-HOP-000166,MD,KFA1a-611 (KFA1a2-611),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,38.73,0.79,201.393648072535,18.414605056323,,,,,,,,
Gra-1995-HOP-000167,MD,KFA1a-612 (KFA1a2-612),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,75.81,0.77,254.468297906851,26.9230966864035,,,,,,,,
Gra-1995-HOP-000168,MD,KFA1a-621 (KFA1a2-621),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,91.23,0.94,269.819147240902,6.38304262728017,,,,,,,,
Gra-1995-HOP-000169,MD,KFA1a-631 (KFA1a2-631),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,35.29,0.56,247.31748328344,2.69150309925068,,,,,,,,
Gra-1995-HOP-000170,MD,KFA1a-632 (KFA1a2-632),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,90.21,0.95,314.235127817024,27.1248492908758,,,,,,,,
Gra-1995-HOP-000171,MD,KFA1a-633 (KFA1a2-633),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,92.61,1.6,267.601194261314,5.68458386795932,,,,,,,,
Gra-1995-HOP-000172,MD,KFA1a-652 (KFA1a1-652),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,40.38,0.36,,,,,,,,,,
Gra-1995-HOP-000173,MD,KFA1a-653 (KFA1a1-653),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.7,,2.05,2.1,87.22,0.77,,,,,,,,,,
Gra-1995-HOP-000174,MD,KFA1a-654 (KFA1a1-654),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,8.89,0.07,,,0.0065,0.0007,215.59,126.56,126.39,118.56,,
Gra-1995-HOP-000175,MD,KFA1a-655 (KFA1a1-655),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,7.2,,2.05,2.1,46.1,0.3,,,,,119.39,143.63,-109.04,123.37,,
Gra-1995-HOP-000176,MD,KFA1a-656 (KFA1a2-656),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,144.88,1.72,259.432693858551,7.36338402148302,,,,,,,,
Gra-1995-HOP-000177,MD,KFA1a-657 (KFA1a2-657),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,495.55,13.16,253.415142837065,15.8474319023504,,,,,,,,
Gra-1995-HOP-000178,MD,KFA1a-661 (KFA1a2-661),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,3.043,0.028,283.463785729724,5.3080344792042,,,,,,,,
Gra-1995-HOP-000179,MD,KFA1a-662 (KFA1a2-662),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,91.54,1.22,269.142200743478,9.69007627133523,,,,,,,,
Gra-1995-HOP-000180,MD,KFA1a-671 (KFA1a2-671),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.05,2.1,90.69,0.85,262.701802927728,10.2120444014249,,,,,,,,
Gra-1995-HOP-000181,MD,KFA1a-711 (KFA1a2-711),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,91.3,2.07,310.288178594429,14.7556047806222,,,,,,,,
Gra-1995-HOP-000182,MD,KFA1a-712 (KFA1a2-712),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,23.3,0.4,283.815140754429,21.9381305287026,,,,,,,,
Gra-1995-HOP-000183,MD,KFA1a-721 (KFA1a2-721),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,92.75,1.3,287.963353553256,19.5956166421421,,,,,,,,
Gra-1995-HOP-000184,MD,KFA1a-722 (KFA1a2-722),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,1300.29,96.89,232.29091314882,14.0898189022588,,,,,,,,
Gra-1995-HOP-000185,MD,KFA1a-732 (KFA1a2-732),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,485.52,28.71,248.431404114422,14.5144824723305,,,,,,,,
Gra-1995-HOP-000186,MD,KFA1a-733 (KFA1a2-733),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,496.44,23.26,260.671160463692,28.6157233934839,,,,,,,,
Gra-1995-HOP-000187,MD,KFA1a-745 (KFA1a1-745),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.3,,2.05,2.1,27.41,0.22,303.429,50.346,,,,,,,,
Gra-1995-HOP-000188,MD,KFA1a-746 (KFA1a1-746),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.7,,2.05,2.1,861.57,57.64,340.599,70.249,,,,,,,,
Gra-1995-HOP-000189,MD,KFA1a-747 (KFA1a1-747),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.7,,2.05,2.1,21.92,0.49,241.774,19.951,,,,,,,,
Gra-1995-HOP-000190,MD,KFA1a-7410 (KFA1a2-7410),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,270.01,3.09,259.900385380291,9.93838844896593,,,,,,,,
Gra-1995-HOP-000191,MD,KFA1a-7411 (KFA1a2-7411),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,91.27,0.79,272.536796760017,11.2554079738956,,,,,,,,
Gra-1995-HOP-000192,MD,KFA1a-7412 (KFA1a2-7412),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,112.32,1.59,252.274869717058,7.19157036782882,,,,,,,,
Gra-1995-HOP-000193,MD,KFA1a-753 (KFA1a1-753),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2,,2.05,2.1,89.44,1.39,281.197,21.764,,,,,,,,
Gra-1995-HOP-000194,MD,KFA1a-754 (KFA1a1-754),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.2,,2.05,2.1,91.83,1.61,325.543,38.505,,,,,,,,
Gra-1995-HOP-000195,MD,KFA1a-755 (KFA1a1-755),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,1.7,,2.05,2.1,8.82,0.09,247.484,29.671,,,,,,,,
Gra-1995-HOP-000196,MD,KFA1a-756 (KFA1a1-756),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5.7,,2.05,2.1,89.59,0.75,261.246,16.03,,,178.23,96.02,-38.29,83.78,,
Gra-1995-HOP-000197,MD,KFA1a-757 (KFA1a1-757),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.8,,2.05,2.1,310.4,8.91,217.809,26.813,,,,,,,,
Gra-1995-HOP-000198,MD,KFA1a-761 (KFA1a2-761),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,90.8,1.66,277.771103555428,19.4874431384725,,,,,,,,
Gra-1995-HOP-000199,MD,KFA1a-762 (KFA1a2-762b),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.2,,2.05,2.1,131.56,1.85,201.028134269344,3.65443676796046,0.043,0.004,158,125,-38,86,,
Gra-1995-HOP-000200,MD,KFA1a-763 (KFA1a2-763),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,91.26,2.18,284.452155247046,28.8814362720169,,,,,,,,
Gra-1995-HOP-000201,MD,KFA1c-001,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,95.98,0.81,263.99732982541,22.613434286247,,,,,,,,
Gra-1995-HOP-000202,MD,KFA1c-002,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,90.23,1.26,267.82213706907,7.2997649484713,,,,,,,,
Gra-1995-HOP-000203,MD,KFA1c-003,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,89.2,1.67,249.88038226101,12.809795466409,,,,,,,,
Gra-1995-HOP-000204,MD,KFA1c-021,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.05,2.1,1435.12,89.33,273.49148251801,20.406862200531,,,,,,,,
Gra-1995-HOP-000205,MD,KFA1c-031,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,90.77,0.89,248.38837549358,14.984952178383,,,,,,,,
Gra-1995-HOP-000206,MD,KFA1c-051,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.05,2.1,92.81,0.86,274.20430913717,8.5072293231415,,,,,,,,
Gra-1995-HOP-000207,MD,KFA1c-121,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,645.15,21.28,266.186905584676,5.89769745092068,,,,,,,,
Gra-1995-HOP-000208,MD,KFA1c-131,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,88.26,1.37,263.55557235283,14.219652395722,,,,,,,,
Gra-1995-HOP-000209,MD,KFA1c-132,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.05,2.1,1168.48,77.79,281.6617366474,7.4768176525794,,,,,,,,
Gra-1995-HOP-000210,MD,KFA1c-141,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,7,,2.05,2.1,73.14,0.61,267.55915124137,8.1576916957595,,,,,,,,
Gra-1995-HOP-000211,MD,KFA1c-181,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,473.18,8.2,220.18728558025,8.3396052292512,,,,,,,,
Gra-1995-HOP-000212,MD,KFA1c-182,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,16.61,0.41,248.76708544781,6.459241052967,,,,,,,,
Gra-1995-HOP-000213,MD,KFA1c-LC1,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,7,,2.05,2.1,90.41,0.87,269.74702665271,1.7971919350704,,,,,,,,
Gra-1995-HOP-000214,MD,KFA1c-LC2,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,91.71,1.39,269.904673448,12.373148450952,,,,,,,,
Gra-1995-HOP-000215,MD,KFA1c-LC3,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6,,2.05,2.1,168.34,4.1,236.443248525,4.6717858825542,,,,,,,,
Gra-1995-HOP-000216,MD,KFA1c-LC4,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6.5,,2.05,2.1,90.56,0.91,280.22498255039,12.59104599904,,,,,,,,
Gra-1995-HOP-000217,MD,KFA1c-LC5,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6.5,,2.05,2.1,763.48,13.17,276.14679344971,3.8845037022478,,,,,,,,
Gra-1995-HOP-000218,MD,KFA1c-LC6,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,11.04,0.11,252.55078183787,22.708058453524,,,,,,,,
Gra-1995-HOP-000219,MD,KFA1c-LC7,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,11,,2.05,2.1,88.53,0.85,272.91349649212,9.8241314329051,,,,,,,,
Gra-1995-HOP-000220,MD,KFA1c-LC8,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.05,2.1,89.66,0.84,265.2127350912,29.56474065602,,,,,,,,
Gra-1995-HOP-000221,MD,KFA1c-LC21,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,93.14,0.99,266.59579484057,18.54044155221,,,,,,,,
Gra-1995-HOP-000222,MD,KFA1c-LC22,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.05,2.1,11.19,0.12,286.77531340599,19.177712375747,,,,,,,,
Gra-1995-HOP-000223,MD,KFA1c-LC23,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,101.27,1.37,280.66950004398,23.689312986551,,,,,,,,
Gra-1995-HOP-000224,MD,KFA1c-m131,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,90.86,1.06,263.17374056627,4.6821012027032,,,,,,,,
Gra-1995-HOP-000225,MD,KFA1c-m132,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,55.27,0.67,254.30205326529,12.111316849711,,,,,,,,
Gra-1995-HOP-000226,MD,KFA1c-m133,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,92.2,1.08,271.13743373571,5.3474739406355,,,,,,,,
Gra-1995-HOP-000227,MD,KFA1c-m134,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,244.97,4.83,235.65392514957,9.3831948540448,,,,,,,,
Gra-1995-HOP-000228,MD,KFA1c-m141,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,766.44,35.51,310.74466167085,47.108190447626,,,,,,,,
Gra-1995-HOP-000229,MD,KFA1c-m142,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.05,2.1,90.57,1.02,260.25039783828,17.362620740412,,,,,,,,
Gra-1995-HOP-000230,MD,KFA1c-m1m11,Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.05,2.1,89.82,1.32,252.33794894769,17.362810104289,,,,,,,,
Gra-1995-HOP-000231,HD,KFB1-021 (KFB1a-021),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,444.6,63.9,261.1,10.1,,,-170.03,145.13,-312.98,127.08,,
Gra-1995-HOP-000232,HD,KFB1-022 (KFB1a-022),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5,,2.1,2.15,453.1,28.8,274.9,12.3,,,80.75,68.62,98.07,68.14,,
Gra-1995-HOP-000233,HD,KFB1-023 (KFB1a-023),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,1690.9,86.7,270,11.5,,,619.98,926.51,-716.52,344.5,,
Gra-1995-HOP-000234,HD,KFB1-024 (KFB1a-024),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.1,2.15,886.8,14.4,249.5,5.8,,,,,,,,
Gra-1995-HOP-000235,HD,KFB1-031 (KFB1a-031),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5.5,,2.1,2.15,241.8,3.2,280.4,7.5,,,86.16,294.57,-60.78,263.94,,
Gra-1995-HOP-000236,HD,KFB1-032 (KFB1a-032),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,355.1,10.5,239.6,7.1,,,,,,,,
Gra-1995-HOP-000237,HD,KFB1-033 (KFB1a-033),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5.5,,2.1,2.15,648.1,31,271.5,6.9,,,1.78,480.9,-639.72,267.8,,
Gra-1995-HOP-000238,HD,KFB1-034 (KFB1a-034),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,474.1,7,267,15.7,,,,,,,,
Gra-1995-HOP-000239,HD,KFB1-041 (KFB1a-041),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,7.85,0.11,259.5,10.3,,,97.08,343.18,91.88,332.84,,
Gra-1995-HOP-000240,HD,KFB1-042 (KFB1a-042),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,183.3,6.6,260.5,6.1,,,,,,,,
Gra-1995-HOP-000241,HD,KFB1-043 (KFB1a-043),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,2.5,,2.1,2.15,655.5,48.7,216.9,20.3,,,,,,,,
Gra-1995-HOP-000242,HD,KFB1-051 (KFB1a-051),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6,,2.1,2.15,596.5,16.2,258.1,6.2,,,340.94,253.04,496.57,263.05,,
Gra-1995-HOP-000243,HD,KFB1-052 (KFB1a-052),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.1,2.15,644.9,22,281.9,32,,,-250.55,359.66,241.73,464.82,,
Gra-1995-HOP-000244,HD,KFB1-053 (KFB1a-053),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,5.5,,2.1,2.15,77.9,0.4,227.3,9,,,-183.53,146.92,-114.47,149.5,,
Gra-1995-HOP-000245,HD,KFB1-054 (KFB1a-054),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,397.9,22.1,255.9,8.8,,,,,,,,
Gra-1995-HOP-000246,HD,KFB1-111 (KFB1a-111),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,547.6,32.5,282.5,24.4,,,,,,,,
Gra-1995-HOP-000247,HD,KFB1-112 (KFB1a-112),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,1056.9,54.2,255.6,8.6,,,-516.28,294.03,-243.56,363.63,,
Gra-1995-HOP-000248,HD,KFB1-113 (KFB1a-113),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,91.4,0.6,246.5,11,,,,,,,,
Gra-1995-HOP-000249,HD,KFB1-114 (KFB1a-114),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.1,2.15,161.7,3,256.8,6.1,,,,,,,,
Gra-1995-HOP-000250,HD,KFB1-121 (KFB1a-121),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.1,2.15,222.6,1.5,256.2,6.8,,,,,,,,
Gra-1995-HOP-000251,HD,KFB1-122 (KFB1a-122),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,14.49,0.08,198.1,4.7,0.023,0.00232,36,110.54,-64.53,101.74,,
Gra-1995-HOP-000252,HD,KFB1-123 (KFB1a-123),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,12.45,0.06,269.5,9.4,,,,,,,,
Gra-1995-HOP-000253,HD,KFB1-124 (KFB1a-124),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.1,2.15,717.4,12.6,249.4,11.2,,,,,,,,
Gra-1995-HOP-000254,HD,KFB1-131 (KFB1a-131),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,992,31.6,270.7,23.7,,,,,,,,
Gra-1995-HOP-000255,HD,KFB1-132 (KFB1a-132),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.1,2.15,432.2,8.9,259.5,13.4,,,,,,,,
Gra-1995-HOP-000256,HD,KFB1-133 (KFB1a-133),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,2186.5,116,280.3,10.1,,,,,,,,
Gra-1995-HOP-000257,HD,KFB1-141 (KFB1a-141),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3.5,,2.1,2.15,234.4,1.5,242,19.1,,,,,,,,
Gra-1995-HOP-000258,HD,KFB1-142 (KFB1a-142),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.1,2.15,903.1,18.3,264.9,11.7,,,,,,,,
Gra-1995-HOP-000259,HD,KFB1-143 (KFB1a-143),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.1,2.15,92.5,0.7,267.2,9,,,,,,,,
Gra-1995-HOP-000260,HD,KFB1-151 (KFB1a-151),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,10,,2.1,2.15,43.5,0.2,256.3,8.7,0.029,0.00229,116.22,101.47,153.67,101.15,,
Gra-1995-HOP-000261,HD,KFB1-152 (KFB1a-152),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4.5,,2.1,2.15,10.6,0.1,259.8,9.1,,,-77.13,92.93,-0.24,94.96,,
Gra-1995-HOP-000262,HD,KFB1-153 (KFB1a-153),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,4,,2.1,2.15,221,2,267.4,8.5,,,,,,,,
Gra-1995-HOP-000263,HD,KFB1-154 (KFB1a-154),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,3,,2.1,2.15,911.6,45.2,269.2,29.4,,,,,,,,
Gra-1995-HOP-000264,HD,KFB1-155 (KFB1a-155),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,,,2.1,2.15,391.1,4,232.6,7.8,,,,,,,,
Gra-1995-HOP-000265,HD,KFB1-161 (KFB1a-161),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,6,,2.1,2.15,3.8,0.1,311.5,42.5,,,-133.14,80.64,36.5,87.28,,
Gra-1995-HOP-000266,HD,KFB1-162 (KFB1a-162),Hoppe et al. (1995) GCA 59:4029,full,Murchison,WU 3f,7.5,,2.1,2.15,43.5,0.3,251.2,6,,,305.81,280.41,40.99,239.62,,
