PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-2014-AMA-000512,HD,KFB1g-612,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,88.6123599894881,0.792810704978464,,,,,,,,,,
Gra-2014-AMA-000513,HD,KFB1g-632,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,86.0274962523289,0.721037327188417,,,,,,,,,,
Gra-2014-AMA-000514,HD,KFB1g-633,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,87.7880589663301,0.756382830910743,,,,,,,,,,
Gra-2014-AMA-000515,HD,KFB1g-642,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,9.46086851015587,0.0751929674455104,,,,,,,,,,
Gra-2014-AMA-000516,HD,KFB1g-643,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,829.280873363839,8.89290258317202,,,,,,,,,,
Gra-2014-AMA-000517,HD,KFB1g-645,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,86.8988613156582,0.749398526332292,,,,,,,,,,
Gra-2014-AMA-000518,HD,KFB1g-652,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,73.1567158052751,0.594774571044857,,,,,,,,,,
Gra-2014-AMA-000519,HD,KFB1g-6m12,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,491.265816703825,4.480640683143,,,,,,,,,,
Gra-2014-AMA-000520,HD,KFB1g-721,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,1435.31807435445,16.7246928830743,,,,,,,,,,
Gra-2014-AMA-000521,HD,KFB1g-734,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,116.250509224938,1.00365177063112,,,,,,,,,,
Gra-2014-AMA-000522,HD,KFB1g-741,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,9.58093029327968,0.0770793931477893,,,,,,,,,,
Gra-2014-AMA-000523,HD,KFB1g-771,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,106.107671901062,0.869398471716695,,,,,,,,,,
Gra-2014-AMA-000524,HD,KFB1g-772a,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,86.0274962523289,0.699796969995806,,,,,,,,,,
Gra-2014-AMA-000525,HD,KFB1g-772b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,173.605892915388,1.4714255435544,,,,,,,,,,
Gra-2014-AMA-000526,HD,KFB1g-781,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,9.44288206812136,0.0750139447246909,,,,,,,,,,
Gra-2014-AMA-000527,HD,KFB1g-821,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,158.077325609388,1.3237655188205,,,,,,,,,,
Gra-2014-AMA-000528,HD,KFB1g-822,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,159.170456044535,1.35705382122143,,,,,,,,,,
Gra-2014-AMA-000529,HD,KFB1g-841,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,85.7149531233468,0.698872833125875,,,,,,,,,,
Gra-2014-AMA-000530,HD,KFB1g-842,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,86.7391207617692,0.709128915771167,,,,,,,,,,
Gra-2014-AMA-000531,HD,KFB1g-843,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.1,2.15,1217.86247759459,13.0067865587663,,,,,,,,,,
Gra-2014-AMA-000532,HD,KFC1a-031,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,47.63,0.5,307,60,,,-184.02,341.72,-225.58,320.07,,
Gra-2014-AMA-000533,HD,KFC1a-032,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-2014-AMA-000534,HD,KFC1a-041b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,5.33,0.04,206,26,,,,,,,,
Gra-2014-AMA-000535,HD,KFC1a-042,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,12.69,0.1,310,109,,,,,,,,
Gra-2014-AMA-000536,HD,KFC1a-043,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,866.18,32.54,267,32,,,,,,,,
Gra-2014-AMA-000537,HD,KFC1a-051,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1645.56,244.64,283,48,,,-104.58,104.96,-190.42,95.57,,
Gra-2014-AMA-000538,HD,KFC1a-061,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,526.08,12.19,275,28,,,-96.11,109.04,3.92,111.51,,
Gra-2014-AMA-000539,HD,KFC1a-112b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,292.11,4.21,262,22,,,,,,,,
Gra-2014-AMA-000540,HD,KFC1a-115,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,186.53,2.25,245,28,,,-3.19,92.81,-44.26,87.37,,
Gra-2014-AMA-000541,HD,KFC1a-116,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,65.26,0.93,313,43,,,5.74,177.03,-8.22,169.3,,
Gra-2014-AMA-000542,HD,KFC1a-117,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,12.26,0.08,266,22,,,-24.99,246.03,-26.03,236.97,,
Gra-2014-AMA-000543,HD,KFC1a-142,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,366.78,24.54,281,14,,,-182.82,118.66,-59.55,124.62,,
Gra-2014-AMA-000544,HD,KFC1a-171,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,632.09,46.6,339,37,,,,,,,,
Gra-2014-AMA-000545,HD,KFC1a-172,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,618.69,26.15,293,41,,,231.88,188.02,141.53,173.59,,
Gra-2014-AMA-000546,HD,KFC1a-173,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,122.66,1.83,289,31,,,-57.09,119.32,-51.86,115.84,,
Gra-2014-AMA-000547,HD,KFC1a-174b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,138.73,1.9,219,14,,,,,,,,
Gra-2014-AMA-000548,HD,KFC1a-175b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,460.64,14.4,242,15,,,-15.41,44.86,-71.71,41.93,,
Gra-2014-AMA-000549,HD,KFC1a-177,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,118.16,1.37,157,17,,,,,,,,
Gra-2014-AMA-000550,HD,KFC1a-178,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,166.35,2.44,273,16,,,,,,,,
Gra-2014-AMA-000551,HD,KFC1a-179,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,154.67,1.97,260,23,,,,,,,,
Gra-2014-AMA-000552,HD,KFC1a-2512,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,14.24,0.08,247,21,,,-78.3,89.34,18.89,92.02,,
Gra-2014-AMA-000553,HD,KFC1a-271,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,206.24,3.48,255,14,,,-213.68,95.62,96.44,113.47,,
Gra-2014-AMA-000554,HD,KFC1a-311,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,12.69,0.09,270,16,,,-32.49,171.13,61.87,175.55,,
Gra-2014-AMA-000555,HD,KFC1a-312,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,368.91,13.66,222,19,,,304.17,238.8,93.25,206.94,,
Gra-2014-AMA-000556,HD,KFC1a-341,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,407.08,11.38,235,18,,,,,,,,
Gra-2014-AMA-000557,HD,KFC1a-343,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,296.63,22.13,229,14,,,,,,,,
Gra-2014-AMA-000558,HD,KFC1a-3513,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,99,1,258,19,,,,,,,,
Gra-2014-AMA-000559,HD,KFC1a-3514,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,112.71,1.48,280,13,,,,,,,,
Gra-2014-AMA-000560,HD,KFC1a-3515,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,63.79,0.55,233,8,,,,,,,,
Gra-2014-AMA-000561,HD,KFC1a-3516,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,279.17,6.53,297,35,,,,,,,,
Gra-2014-AMA-000562,HD,KFC1a-361,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,842.41,22.73,275,32,,,-135.47,104.04,-136.21,100.58,,
Gra-2014-AMA-000563,HD,KFC1a-362,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,204.47,6.07,258,20,,,-243.07,175.03,-144.39,182.11,,
Gra-2014-AMA-000564,HD,KFC1a-364,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1292.73,60.84,280,26,,,72.22,211.04,208.36,220.57,,
Gra-2014-AMA-000565,HD,KFC1a-377,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,444.47,12.72,287,19,,,,,,,,
Gra-2014-AMA-000566,HD,KFC1a-521,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,2843.19,576.81,253,15,,,-84.11,394.63,-389.96,299.35,,
Gra-2014-AMA-000567,HD,KFC1a-572,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1971.46,214.88,281,20,,,,,,,,
Gra-2014-AMA-000568,HD,KFC1a-621,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,351.72,20.92,257,44,,,,,,,,
Gra-2014-AMA-000569,HD,KFC1a-622,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,54.57,0.4,253,52,,,85.85,57.19,203,59.2,,
Gra-2014-AMA-000570,HD,KFC1a-662,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1269.5,47.09,277,34,,,-529.26,262.47,-296.64,319.17,,
Gra-2014-AMA-000571,HD,KFC1a-761,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,169.82,1.74,275,9,,,,,,,,
Gra-2014-AMA-000572,HD,KFC1a-762,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,567.77,18.62,232,13,,,20.02,201.79,-16.7,190.99,,
Gra-2014-AMA-000573,HD,KFC1b-NR035,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,2021.2,130.4,252,20,,,,,,,,
Gra-2014-AMA-000574,HD,KFC1b-NR152,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,90.6,6.7,244,50,,,,,,,,
Gra-2014-AMA-000575,HD,KFC1b2-221,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,755,16.08,279,20,,,79.12,76.91,182.26,80.05,,
Gra-2014-AMA-000576,HD,KFC1b2-231,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,650.19,11.12,272,9,,,-8.55,22.34,-20.15,21.91,,
Gra-2014-AMA-000577,HD,KFC1b2-261,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,417.63,8.09,270,13,,,-58.42,86.87,-46.72,86.08,,
Gra-2014-AMA-000578,HD,KFC1b2-262,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,737.3,18.75,267,11,,,-9.01,54.57,-13.02,53.58,,
Gra-2014-AMA-000579,HD,KFC1b2-272,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,670.83,14.77,260,18,,,,,,,,
Gra-2014-AMA-000580,HD,KFC1b2-301,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,255.55,3.98,264,35,,,107.37,58.92,155.77,59.56,,
Gra-2014-AMA-000581,HD,KFC1b2-302,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,438.86,6.88,277,17,,,1.18,36.57,126.98,38.72,,
Gra-2014-AMA-000582,HD,KFC1b2-303,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,4.51,0.02,336,30,,,-38.91,110.28,-40.8,108.34,,
Gra-2014-AMA-000583,HD,KFC1b2-311,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,602.84,11.6,259,18,,,-205.04,61.27,-284.51,56.65,,
Gra-2014-AMA-000584,HD,KFC1b2-331,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,448.07,9.25,278,16,,,-173.78,61.3,98.86,71.51,,
Gra-2014-AMA-000585,HD,KFC1b2-401,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,586.55,10.86,240,8,,,-86.47,50.67,-58.96,50.74,,
Gra-2014-AMA-000586,HD,KFC1b2-411,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,688.84,14.18,280,12,,,,,,,,
Gra-2014-AMA-000587,HD,KFC1b2-412,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,324.18,4.92,260,11,,,,,,,,
Gra-2014-AMA-000588,HD,KFC1b2-413,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1676.24,73.88,243,18,,,,,,,,
Gra-2014-AMA-000589,HD,KFC1b2-414,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,353.68,5.89,261,12,,,,,,,,
Gra-2014-AMA-000590,HD,KFC1b2-415,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1104.53,38.25,290,17,,,,,,,,
Gra-2014-AMA-000591,HD,KFC1b2-421,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,88.08,0.9,250,12,,,48.88,74.2,6.41,71.23,,
Gra-2014-AMA-000592,HD,KFC1b2-431,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,93.79,1.63,267,4,,,,,,,,
Gra-2014-AMA-000593,HD,KFC1b2-441,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,8.9,0.03,266,12,,,47.93,37.86,68.25,37.74,,
Gra-2014-AMA-000594,HD,KFC1b2-471,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,602.97,14.79,264,16,,,18.61,64,-11.72,61.84,,
Gra-2014-AMA-000595,HD,KFC1b2-472,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,37.51,0.22,247,15,,,,,,,,
Gra-2014-AMA-000596,HD,KFC1b2-501,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,198.17,2.01,247,8,,,-75.57,57.65,91.33,62.7,,
Gra-2014-AMA-000597,HD,KFC1b2-511,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,515.3,10.17,290,12,,,92.28,81.52,-109.01,70.97,,
Gra-2014-AMA-000598,HD,KFC1b2-521,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,2006.58,91.39,274,27,,,166.81,58.02,256.54,59.84,,
Gra-2014-AMA-000599,HD,KFC1b2-531,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,5.09,0.02,730,64,,,,,,,,
Gra-2014-AMA-000600,HD,KFC1b2-541,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1935.87,76.64,312,19,,,,,,,,
Gra-2014-AMA-000601,HD,KFC1b2-551,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,254.32,3.05,251,13,,,,,,,,
Gra-2014-AMA-000602,HD,KFC1b2-611,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,5.83,0.02,253,17,,,16.55,87.61,-32.94,83.64,,
Gra-2014-AMA-000603,HD,KFC1b2-612,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,99.91,1.13,266,21,,,,,,,,
Gra-2014-AMA-000604,HD,KFC1b2-621,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,77.09,0.75,249,17,,,,,,,,
Gra-2014-AMA-000605,HD,KFC1b2-651,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,7.11,0.03,299,29,,,,,,,,
Gra-2014-AMA-000606,HD,KFC1b2-652,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,852.74,25.25,257,12,,,,,,,,
Gra-2014-AMA-000607,HD,KFC1b2-661,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,386.35,4.24,263,7,,,-27.54,26.58,9.11,26.81,,
Gra-2014-AMA-000608,HD,KFC1b2-671,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,637.8,11.7,254,10,,,,,,,,
Gra-2014-AMA-000609,HD,KFC1b2-672,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,53.7,0.4,266,30,,,88.03,91.56,40.96,87.7,,
Gra-2014-AMA-000610,HD,KFC1b2-731,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,50.29,0.37,367,15,,,46.28,57.79,-34.48,54.19,,
Gra-2014-AMA-000611,HD,KFC1b2-741,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,390.4,7.43,260,17,,,,,,,,
Gra-2014-AMA-000612,HD,KFC1b2-751,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,559.1,11.87,264,16,,,48.29,45.18,36.79,44.2,,
Gra-2014-AMA-000613,HD,KFC1c-121,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,386.25,3.77,281,15,,,12,66,146,68,,
Gra-2014-AMA-000614,HD,KFC1c-131c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,87.82,0.52,262,14,,,-82,63,-68,60,,
Gra-2014-AMA-000615,HD,KFC1c-132,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1512.69,36.26,273,15,,,,,,,,
Gra-2014-AMA-000616,HD,KFC1c-221,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,528.05,6.83,273,5,,,-181,86,16,92,,
Gra-2014-AMA-000617,HD,KFC1c-222,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,675,9.42,270,5,,,-13,36,-41,34,,
Gra-2014-AMA-000618,HD,KFC1c-241,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,174.57,1.43,257,10,,,,,,,,
Gra-2014-AMA-000619,HD,KFC1c-242,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,489.42,5.98,263,12,,,11,38,-14,35,,
Gra-2014-AMA-000620,HD,KFC1c-243,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,11.15,0.03,280,8,,,,,,,,
Gra-2014-AMA-000621,HD,KFC1c-244,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,90.66,0.59,252,8,,,,,,,,
Gra-2014-AMA-000622,HD,KFC1c-251,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,89.12,0.58,264,7,,,,,,,,
Gra-2014-AMA-000623,HD,KFC1c-252,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,949.95,14.6,274,7,,,-1,85,-61,78,,
Gra-2014-AMA-000624,HD,KFC1c-253,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,86.83,0.55,266,6,,,,,,,,
Gra-2014-AMA-000625,HD,KFC1c-254,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,806.45,16.44,287,5,,,,,,,,
Gra-2014-AMA-000626,HD,KFC1c-257,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,396.21,5.12,267,7,,,38,63,85,61,,
Gra-2014-AMA-000627,HD,KFC1c-261,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,248.39,2.46,276,12,,,25,28,27,27,,
Gra-2014-AMA-000628,HD,KFC1c-331,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,69.75,0.36,265,8,,,-43,34,-40,32,,
Gra-2014-AMA-000629,HD,KFC1c-332,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,180.43,1.47,291,17,,,,,,,,
Gra-2014-AMA-000630,HD,KFC1c-341,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,148.02,1.02,266,6,,,,,,,,
Gra-2014-AMA-000631,HD,KFC1c-342,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,305.34,3.08,262,21,,,11,53,127,54,,
Gra-2014-AMA-000632,HD,KFC1c-343,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,506.67,7.38,272,14,,,56,40,-11,37,,
Gra-2014-AMA-000633,HD,KFC1c-345c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,615.73,11.67,263,10,,,125,117,536,118,,
Gra-2014-AMA-000634,HD,KFC1c-346c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,191.2,1.59,273,23,,,24,66,55,65,,
Gra-2014-AMA-000635,HD,KFC1c-351,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,218.43,2.12,288,15,,,-34,32,70,33,,
Gra-2014-AMA-000636,HD,KFC1c-352,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,10.13,0.03,258,8,,,,,,,,
Gra-2014-AMA-000637,HD,KFC1c-354b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,6.84,0.02,271,12,,,22,33,-36,31,,
Gra-2014-AMA-000638,HD,KFC1c-362,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1000.92,20.15,275,12,,,-66,35,-60,34,,
Gra-2014-AMA-000639,HD,KFC1c-411,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,63.91,0.29,276,6,,,-6,54,-107,49,,
Gra-2014-AMA-000640,HD,KFC1c-421,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,9.797,0.03,257,13,,,,,,,,
Gra-2014-AMA-000641,HD,KFC1c-423,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,121.49,0.78,283,9,,,0,18,-22,17,,
Gra-2014-AMA-000642,HD,KFC1c-424,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,411.52,4.62,279,10,,,-22,25,-38,24,,
Gra-2014-AMA-000643,HD,KFC1c-431,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,90.47,0.65,285,6,,,,,,,,
