scenario,temperature_k,pressure_mpa,species,mole_fraction,source_file
strong_oxidizing,1400.0,0.1,CrO2(g),2.79e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,FeO(g),1.6e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,Mg(g),1.09e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,Mn(g),5.4e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,PO2(g),7.85e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,PO(g),6.44e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,Zn(g),4.46e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,ZnS(g),1.7e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,ZnOH(g),2.18e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1400.0,0.1,ZnO(g),6.36e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,H2(g),9.91e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,C(g),6.89e-36,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,N(g),7.16e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,CH4(g),1.38e-32,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,H2O(g),0.145,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,CO(g),6.17e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,O2(g),0.0889,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,H2S(g),1.42e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,NaOH(g),1.76e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,KH(g),5.98e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,CO2(g),0.0459,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,N2(g),0.696,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Fe(g),2.05e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,H(g),7.5e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,SO2(g),0.0227,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Ni(g),1.63e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,SiO(g),4.55e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Na(g),5.89e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,OH(g),1.78e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,O(g),1.26e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,SO(g),1.87e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,S2(g),2.94e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,KCl(g),3.42e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,HF(g),7.16e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,NaCl(g),2.56e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Co(g),1.54e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,K(g),1.52e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,CrO2(g),6.73e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,FeO(g),2.06e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Mg(g),9.48e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Mn(g),5.37e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,PO2(g),1.09e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,PO(g),3.97e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,Zn(g),8.39e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,ZnS(g),9.12e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,ZnOH(g),4.64e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1350.0,0.1,ZnO(g),1.17e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,H2(g),4.23e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,C(g),1.5200000000000002e-37,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,N(g),1.39e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,CH4(g),8.88e-34,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,H2O(g),0.145,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,CO(g),2.36e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,O2(g),0.0886,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,H2S(g),2.3e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,NaOH(g),4.01e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,KH(g),6.19e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,CO2(g),0.0459,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,N2(g),0.697,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Fe(g),1.31e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,H(g),2.27e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,SO2(g),0.0218,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Ni(g),1.71e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,SiO(g),3e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Na(g),7.58e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,OH(g),1.02e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,O(g),5.26e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,SO(g),6.38e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,S2(g),2.2899999999999998e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,KCl(g),2.53e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,HF(g),7.18e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,NaCl(g),1.29e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Co(g),1.61e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,K(g),2.73e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,CrO2(g),1.45e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,FeO(g),2.25e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Mg(g),6.83e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Mn(g),4.46e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,PO2(g),1.29e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,PO(g),1.97e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,Zn(g),1.39e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,ZnS(g),3.9299999999999995e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,ZnOH(g),8.74e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1300.0,0.1,ZnO(g),1.89e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,H2(g),1.72e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,C(g),2.56e-39,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,N(g),2.39e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,CH4(g),4.94e-35,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,H2O(g),0.147,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,CO(g),8.52e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,O2(g),0.0862,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,H2S(g),2.49e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,NaOH(g),9.52e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,KH(g),3.36e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,CO2(g),0.0464,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,N2(g),0.704,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Fe(g),6.82e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,H(g),6.34e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,SO2(g),0.0154,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Ni(g),1.04e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,SiO(g),1.6e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Na(g),9.7e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,OH(g),5.57e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,O(g),2.03e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,SO(g),1.49e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,S2(g),8.27e-25,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,KCl(g),1.04e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,HF(g),7.25e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,NaCl(g),6.61e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Co(g),4.98e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,K(g),2.65e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,CrO2(g),3.31e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,FeO(g),2.07e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Mg(g),4.03e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Mn(g),3.06e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,PO2(g),5.52e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,PO(g),3.33e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,Zn(g),1.38e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,ZnS(g),6.93e-25,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,ZnOH(g),1e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1250.0,0.1,ZnO(g),1.81e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,H2(g),6.36e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,C(g),2.95e-41,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,N(g),3.53e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,CH4(g),2e-36,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,H2O(g),0.147,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,CO(g),2.76e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,O2(g),0.0859,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,H2S(g),2.95e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,NaOH(g),1.67e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,KH(g),4.6300000000000004e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,CO2(g),0.0464,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,N2(g),0.705,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Fe(g),2.7100000000000004e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,H(g),1.57e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,SO2(g),0.0146,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Ni(g),5.43e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,SiO(g),6.5e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Na(g),8.71e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,OH(g),2.9e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,O(g),7.34e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,SO(g),4.22e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,S2(g),4.1100000000000004e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,KCl(g),1.17e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,HF(g),7.26e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,NaCl(g),2.4e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Co(g),2.35e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,K(g),6.96e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,CrO2(g),6.38e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,FeO(g),1.54e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Mg(g),1.85e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Mn(g),1.65e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,PO2(g),3.63e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,PO(g),7.899999999999999e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,Zn(g),1.22e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,ZnS(g),1.27e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,ZnOH(g),1.03e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1200.0,0.1,ZnO(g),1.57e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,H2(g),2.15e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,C(g),2.3000000000000003e-43,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,N(g),4.41e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,CH4(g),6.079999999999999e-38,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,H2O(g),0.147,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,CO(g),8.1e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,O2(g),0.0857,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,H2S(g),2.9600000000000004e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,NaOH(g),2.47e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,KH(g),2.9099999999999996e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,CO2(g),0.0465,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,N2(g),0.705,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Fe(g),8.09e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,H(g),3.46e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,SO2(g),0.0141,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Ni(g),2.92e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,SiO(g),1.99e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Na(g),6.18e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,OH(g),1.43e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,O(g),2.43e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,SO(g),1.09e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,S2(g),1.64e-27,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,KCl(g),6.48e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,HF(g),7.26e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,NaCl(g),7e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Co(g),1.13e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,K(g),8.81e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,CrO2(g),9.19e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,FeO(g),9.11e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Mg(g),6.5e-24,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Mn(g),6.840000000000001e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,PO2(g),2.39e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,PO(g),1.7099999999999998e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,Zn(g),1.16e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,ZnS(g),2.25e-28,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,ZnOH(g),1.17e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1150.0,0.1,ZnO(g),1.46e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,H2(g),6.68e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,C(g),1.17e-45,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,N(g),4.57e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,CH4(g),1.4e-39,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,H2O(g),0.148,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,CO(g),2.14e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,O2(g),0.0845,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,H2S(g),2.02e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,NaOH(g),3.2e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,KH(g),2.66e-25,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,CO2(g),0.0467,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,N2(g),0.708,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Fe(g),1.7599999999999998e-24,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,H(g),6.68e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,SO2(g),0.0111,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Ni(g),1.2e-19,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,SiO(g),7.57e-25,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Na(g),3.61e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,OH(g),6.58e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,O(g),7.25e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,SO(g),2.06e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,S2(g),3.36e-29,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,KCl(g),6.21e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,HF(g),7.29e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,NaCl(g),1.88e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Co(g),4.15e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,K(g),1.72e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,CrO2(g),1.1e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,FeO(g),4.15e-20,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Mg(g),9.910000000000001e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Mn(g),2.03e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,PO2(g),1.12e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,PO(g),2.4099999999999998e-24,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,Zn(g),9.01e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,ZnS(g),2.3e-30,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,ZnOH(g),1.09e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1100.0,0.1,ZnO(g),1.09e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,H2(g),1.9e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,C(g),3.7499999999999996e-48,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,N(g),3.850000000000001e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,CH4(g),2.44e-41,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,H2O(g),0.15,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,CO(g),5.1e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,O2(g),0.0812,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,H2S(g),2.65e-24,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,NaOH(g),7.03e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,KH(g),8.410000000000001e-27,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,CO2(g),0.0474,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,N2(g),0.719,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Fe(g),2.69e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,H(g),1.12e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,SO2(g),0.00202,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Ni(g),3.7e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,SiO(g),1.2900000000000001e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Na(g),3.31e-16,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,OH(g),2.82e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,O(g),1.9e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,SO(g),7.94e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,S2(g),2.79e-32,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,KCl(g),2.53e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,HF(g),4.65e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,NaCl(g),9.1e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Co(g),1.1200000000000001e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,K(g),1.23e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,CrO2(g),1.07e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,FeO(g),1.41e-21,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Mg(g),1.6900000000000003e-27,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Mn(g),4.2e-24,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,PO2(g),5.55e-18,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,PO(g),3.23e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,Zn(g),5.52e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,ZnS(g),3.72e-33,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,ZnOH(g),8.2e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1050.0,0.1,ZnO(g),6.34e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,H2(g),4.63e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,C(g),6.42e-51,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,N(g),2.51e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,CH4(g),2.54e-43,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,H2O(g),0.15,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,CO(g),1.02e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,O2(g),0.0805,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,H2S(g),1.89e-26,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,NaOH(g),1.36e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,KH(g),1.92e-28,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,CO2(g),0.0475,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,N2(g),0.721,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,Fe(g),2.62e-28,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,H(g),1.54e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,SO2(g),0.000279,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,Ni(g),7.87e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,SiO(g),1.3199999999999999e-28,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,Na(g),2.44e-17,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,OH(g),1.11e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,O(g),4.46e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,SO(g),1.95e-15,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,S2(g),8.540000000000001e-36,Murch-100airZn-GAS.csv
strong_oxidizing,1000.0,0.1,KCl(g),9.73e-10,Murch-100airZn-GAS.csv
