scenario,temperature_k,pressure_mpa,species,mole_fraction,source_file
intermediate_oxidizing,2000.0,0.1,N2(g),0.609,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Fe(g),4.21e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,H(g),4.44e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,SO2(g),0.0424,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Ni(g),6.08e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,SiO(g),5.79e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Na(g),0.000783,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,OH(g),0.00149,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,O(g),6.48e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,SO(g),6.68e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,S2(g),1.13e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,KCl(g),2.45e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,HF(g),8.87e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,NaCl(g),0.000195,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Co(g),7.38e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,K(g),2.86e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,CrO2(g),1.6e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,FeO(g),1.47e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Mg(g),1.6e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Mn(g),9.43e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,PO2(g),3.53e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,PO(g),6.31e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,ZnS(g),1.49e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,ZnOH(g),1.66e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,2000.0,0.1,ZnO(g),6.4e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,H2(g),0.000515,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,C(g),2.13e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,N(g),3.36e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,CH4(g),2.78e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,H2O(g),0.253,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,CO(g),0.000716,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,O2(g),0.00913,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,H2S(g),2.26e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,NaOH(g),0.000774,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,KH(g),1.66e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,CO2(g),0.0796,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,N2(g),0.61,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Fe(g),1.46e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,H(g),2.6e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,SO2(g),0.0425,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Ni(g),2.48e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,SiO(g),2.22e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Na(g),0.000333,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,OH(g),0.00115,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,O(g),4.31e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,SO(g),4.27e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,S2(g),3.96e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,KCl(g),3.93e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,HF(g),9.82e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,NaCl(g),0.000177,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Co(g),2.89e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,K(g),2.1e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,CrO2(g),7.77e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,FeO(g),6.39e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Mg(g),4.5e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Mn(g),3.02e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,PO2(g),1.59e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,PO(g),1.95e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,ZnS(g),8.48e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,ZnOH(g),1.75e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1950.0,0.1,ZnO(g),6.26e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,H2(g),0.000346,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,C(g),3.55e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,N(g),1.54e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,CH4(g),7.76e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,H2O(g),0.253,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,CO(g),0.000461,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,O2(g),0.009,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,H2S(g),9.93e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,NaOH(g),0.000409,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,KH(g),8.96e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,CO2(g),0.08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,N2(g),0.611,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Fe(g),4.72e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,H(g),1.48e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,SO2(g),0.0425,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Ni(g),8.87e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,SiO(g),7.99e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Na(g),0.000135,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,OH(g),0.000883,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,O(g),2.83e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,SO(g),2.64e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,S2(g),1.26e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,KCl(g),6.02e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,HF(g),0.000105,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,NaCl(g),0.000153,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Co(g),1.06e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,K(g),1.48e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,CrO2(g),3.78e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,FeO(g),2.65e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Mg(g),1.18e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Mn(g),9.06e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,PO2(g),6.9e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,PO(g),5.63e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,ZnS(g),4.62e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,ZnOH(g),1.86e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1900.0,0.1,ZnO(g),6.16e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,H2(g),0.000226,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,C(g),5.33e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,N(g),6.8e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,CH4(g),1.98e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,H2O(g),0.254,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,CO(g),0.000288,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,O2(g),0.00895,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,H2S(g),4.11e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,NaOH(g),0.000213,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,KH(g),4.57e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,CO2(g),0.0802,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,N2(g),0.611,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Fe(g),1.38e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,H(g),8.11e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,SO2(g),0.0426,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Ni(g),2.98e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,SiO(g),2.7e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Na(g),5.29e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,OH(g),0.000668,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,O(g),1.82e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,SO(g),1.58e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,S2(g),3.71e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,KCl(g),8.58e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,HF(g),0.00011,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,NaCl(g),0.000124,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Co(g),3.46e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,K(g),9.94e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,CrO2(g),1.77e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,FeO(g),1.01e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Mg(g),2.84e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Mn(g),2.49e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,PO2(g),2.87e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,PO(g),1.52e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,ZnS(g),2.41e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,ZnOH(g),1.98e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1850.0,0.1,ZnO(g),6.08e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,H2(g),0.000144,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,C(g),7.15e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,N(g),2.86e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,CH4(g),4.61e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,H2O(g),0.254,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,CO(g),0.000174,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,O2(g),0.00895,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,H2S(g),1.61e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,NaOH(g),0.000141,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,KH(g),2.29e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,CO2(g),0.0803,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,N2(g),0.611,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Fe(g),3.55e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,H(g),4.3e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,SO2(g),0.0426,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Ni(g),9.37e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,SiO(g),6.5e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Na(g),2.6e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,OH(g),0.000498,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,O(g),1.15e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,SO(g),9.17e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,S2(g),1.01e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,KCl(g),0.000104,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,HF(g),0.000112,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,NaCl(g),0.000107,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Co(g),1.08e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,K(g),6.66e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,CrO2(g),7.96e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,FeO(g),3.45e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Mg(g),7.24e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Mn(g),7.45e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,PO2(g),6.18e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,PO(g),2.07e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,ZnS(g),1.21e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,ZnOH(g),2.11e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1800.0,0.1,ZnO(g),6.01e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,H2(g),8.92e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,C(g),8.52e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,N(g),1.15e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,CH4(g),9.82e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,H2O(g),0.255,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,CO(g),0.000102,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,O2(g),0.00897,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,H2S(g),5.92e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,NaOH(g),9.58e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,KH(g),1.09e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,CO2(g),0.0804,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,N2(g),0.611,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Fe(g),8.46e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,H(g),2.2e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,SO2(g),0.0426,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Ni(g),2.75e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,SiO(g),1.44e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Na(g),1.28e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,OH(g),0.000366,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,O(g),7.08e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,SO(g),5.15e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,S2(g),2.52e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,KCl(g),0.00012,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,HF(g),0.000112,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,NaCl(g),9.15e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Co(g),3.11e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,K(g),4.34e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,CrO2(g),3.42e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,FeO(g),1.11e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Mg(g),1.7e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Mn(g),2.07e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,PO2(g),1.24e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,PO(g),2.54e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,ZnS(g),5.78e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,ZnOH(g),2.27e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1750.0,0.1,ZnO(g),5.94e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,H2(g),5.37e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,C(g),8.94e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,N(g),4.35e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,CH4(g),1.9099999999999998e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,H2O(g),0.255,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,CO(g),5.81e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,O2(g),0.009,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,H2S(g),2.05e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,NaOH(g),6.32e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,KH(g),4.06e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,CO2(g),0.0805,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,N2(g),0.612,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Fe(g),1.84e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,H(g),1.08e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,SO2(g),0.0426,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Ni(g),7.49e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,SiO(g),2.92e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Na(g),6.04e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,OH(g),0.000263,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,O(g),4.24e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,SO(g),2.79e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,S2(g),5.81e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,KCl(g),0.000126,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,HF(g),0.000114,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,NaCl(g),8.5e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Co(g),8.31e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,K(g),2.25e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,CrO2(g),1.39e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,FeO(g),3.33e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Mg(g),3.66e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Mn(g),5.31e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,PO2(g),2.28e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,PO(g),2.8e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,Zn(g),0.000119,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,ZnS(g),2.65e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,ZnOH(g),2.44e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1700.0,0.1,ZnO(g),5.87e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,H2(g),3.13e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,C(g),8.190000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,N(g),1.56e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,CH4(g),3.36e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,H2O(g),0.255,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,CO(g),3.19e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,O2(g),0.00903,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,H2S(g),6.68e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,NaOH(g),3.83e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,KH(g),1.09e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,CO2(g),0.0805,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,N2(g),0.612,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Fe(g),3.66e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,H(g),5.09e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,SO2(g),0.0426,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Ni(g),1.88e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,SiO(g),5.35e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Na(g),2.56e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,OH(g),0.000186,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,O(g),2.46e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,SO(g),1.46e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,S2(g),1.22e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,KCl(g),0.00012,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,HF(g),0.000118,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,NaCl(g),8.73e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Co(g),2.04e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,K(g),8.55e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,CrO2(g),5.36e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,FeO(g),9.25e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Mg(g),7.15e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Mn(g),1.25e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,PO2(g),4.53e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,PO(g),3.21e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,Zn(g),0.000114,Murch-50airZn-GAS.csv
intermediate_oxidizing,1650.0,0.1,ZnS(g),1.12e-13,Murch-50airZn-GAS.csv
