sample_id,tracer,final_value,uncertainty,candidate_source,unit,compilation,reference
s_OL1669 [26368],RE,9.7e-05,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[26368]
s_LE02-60.6 [29274],MO,0.241124,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE12-141.4 [29274],MO,0.320298,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE12-149.9 [29274],MO,0.229058,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH14801-49.5A [29274],MO,1.003718,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH14801-49.5B [29274],MO,1.106579,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE01-40.1 [29274],MO,0.775787,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE01-57.2 [29274],MO,0.538298,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE14-251.9 [29274],MO,0.967319,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR271-11 [29274],MO,1.031814,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE02-42.3 [29274],MO,0.722808,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE11-127.8 [29274],MO,0.255654,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE02-98B [29274],MO,0.150406,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR55-299.7 [29274],MO,0.15023,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN70-53.7 [29274],MO,0.948744,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-104.9 [29274],MO,0.880697,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-106.2 [29274],MO,0.792503,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-107.2 [29274],MO,0.298184,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-219.8 [29274],MO,1.46161,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-93.7 [29274],MO,0.537108,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-108.4 [29274],MO,6.375176,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-109.7 [29274],MO,1.672264,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-190.5 [29274],MO,1.364699,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR293-12 [29274],W,1.95,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE12-141.4 [29274],W,0.045054,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE12-149.9 [29274],W,0.046416,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH14801-49.5A [29274],W,0.064366,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH14801-49.5B [29274],W,0.157733,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE01-40.1 [29274],W,0.070063,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE01-57.2 [29274],W,0.09599,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE14-251.9 [29274],W,0.15369,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR271-11 [29274],W,0.052112,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_LE02-42.3 [29274],W,0.049594,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR9106-003 [29274],W,1.76,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_UR55-299.7 [29274],W,0.706094,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN70-53.7 [29274],W,0.096304,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-104.9 [29274],W,0.416499,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-106.2 [29274],W,0.275804,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-219.8 [29274],W,0.149194,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_V22-72.1 [29274],W,1.34,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN22-199 [29274],W,1.55,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-40 [29274],W,1.75,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-51.8 [29274],W,1.1,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-93.7 [29274],W,0.399113,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-108.4 [29274],W,0.167394,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_CH11802-109.7 [29274],W,1.210814,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
s_AN72-190.5 [29274],W,0.502098,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29274]
"s_BVD103_177,75 [29413]",OS,0.008,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_178,46 [29413]",IR,0.0007,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_177,75 [29413]",IR,0.0003,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_167,20 [29413]",IR,0.0055,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_166,25 [29413]",IR,0.0002,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_132,05 [29413]",IR,0.0003,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_131,90 [29413]",IR,0.0003,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_167,20 [29413]",RU,0.07,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_131,90 [29413]",RU,0.03,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23897 [29413],PT,0.21,,,ppm,georoc_cratons_archeens,[29413]
s_23900 [29413],PT,0.01,,,ppm,georoc_cratons_archeens,[29413]
s_23908 [29413],PT,0.141,,,ppm,georoc_cratons_archeens,[29413]
s_23939 [29413],PT,0.055,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23948 [29413],PT,0.006,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_178,46 [29413]",PT,0.09,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_132,05 [29413]",PT,0.13,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23897 [29413],PD,0.054,,,ppm,georoc_cratons_archeens,[29413]
s_23900 [29413],PD,0.42,,,ppm,georoc_cratons_archeens,[29413]
s_23908 [29413],PD,0.185,,,ppm,georoc_cratons_archeens,[29413]
s_23939 [29413],PD,0.066,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23948 [29413],PD,0.015,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_177,75 [29413]",PD,0.104,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_166,25 [29413]",PD,0.124,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_167,20 [29413]",RE,0.007,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23897 [29413],AU,0.002,,,ppm,georoc_cratons_archeens,[29413]
s_23900 [29413],AU,0.024,,,ppm,georoc_cratons_archeens,[29413]
s_23905 [29413],AU,0.005,,,ppm,georoc_cratons_archeens,[29413]
s_23908 [29413],AU,0.002,,,ppm,georoc_cratons_archeens,[29413]
s_23939 [29413],AU,0.002,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23948 [29413],AU,0.017,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_23956 [29413],AU,0.0025,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_178,46 [29413]",AU,0.001,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_177,75 [29413]",AU,0.001,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_166,25 [29413]",AU,0.0006,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_132,05 [29413]",AU,0.002,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_131,90 [29413]",AU,0.004,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_177,75 [29413]",RH,0.0075,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_167,20 [29413]",RH,0.0101,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD047_131,90 [29413]",RH,0.0109,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_SELVA01 [20057],MO,0.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA02 [20057],MO,0.12,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA03 [20057],MO,0.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA04 [20057],MO,0.19,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA05 [20057],MO,0.15,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA06 [20057],MO,0.08,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA07 [20057],MO,0.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA08 [20057],MO,0.15,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA10 [20057],MO,0.13,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA11 [20057],MO,0.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA01 [20057],MO,0.35,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA02 [20057],MO,0.2,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA03 [20057],MO,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA04 [20057],MO,0.27,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA05 [20057],MO,0.19,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA06 [20057],MO,0.16,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA07 [20057],MO,0.38,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA09 [20057],MO,0.19,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA10 [20057],MO,0.22,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA11 [20057],MO,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA12 [20057],MO,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA13 [20057],MO,0.23,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_297 [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_306 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_323 [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_370 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-60 [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-62 [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-65 [24048],MO,6.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-70 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-72 [24048],MO,7.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-74 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V2-10 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V2-11 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_62 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_94 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_110 [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_161 [24048],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V104C [24048],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_LUFD141 39 [28938],MO,2.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD141 117 [28938],MO,2.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD141 209 [28938],MO,3.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD078 55 [28938],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD078 206 [28938],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD079 143 [28938],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 103 [28938],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 230 [28938],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 364 [28938],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LU-120A [28938],MO,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LU-120B [28938],MO,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
"s_BVD103_178,46 [29413]",MO,13.0,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_177,75 [29413]",MO,37.0,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_167,20 [29413]",MO,10.0,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
"s_BVD103_166,25 [29413]",MO,23.0,,ORE | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29413]
s_SELVA01 [20057],W,32.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA02 [20057],W,30.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA03 [20057],W,335.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA04 [20057],W,18.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA05 [20057],W,15.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA06 [20057],W,44.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA07 [20057],W,45.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA08 [20057],W,66.2,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA10 [20057],W,33.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SELVA11 [20057],W,57.9,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA01 [20057],W,47.9,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA02 [20057],W,72.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA03 [20057],W,37.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA04 [20057],W,116.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA05 [20057],W,35.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA06 [20057],W,78.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA07 [20057],W,108.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA09 [20057],W,70.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA10 [20057],W,31.2,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA11 [20057],W,19.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA12 [20057],W,36.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_SERINGA13 [20057],W,41.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[20057]
s_297 [24048],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_306 [24048],W,5.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_323 [24048],W,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_370 [24048],W,4.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-60 [24048],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-62 [24048],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-65 [24048],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-70 [24048],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-72 [24048],W,9.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_RAV-74 [24048],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V2-10 [24048],W,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V2-11 [24048],W,6.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_62 [24048],W,4.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_94 [24048],W,5.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_110 [24048],W,6.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_161 [24048],W,9.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_V104C [24048],W,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[24048]
s_LUFD141 39 [28938],W,4.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD141 117 [28938],W,3.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD141 209 [28938],W,2.0,,MET | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD069 111.00 [28938],W,0.921164,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD078 55 [28938],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD078 206 [28938],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD079 143 [28938],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 103 [28938],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 230 [28938],W,3.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
s_LUFD093 364 [28938],W,2.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[28938]
